title,description,steps_to_reproduce,expected_result,actual_result,environment,module,severity,priority,category
N+1 SQL query loop in list view degrades page load performance (in microservice container),Looping over table records triggers 150 individual SQL queries degrading performance. Note: Defect was verified in microservice container.,"1. Reproduce: N+1 SQL query loop in list view degrades page load performance
2. Observe result in microservice container",Use eager loading SQL joins for page performance,150 separate queries degrade load performance,Production,Performance,Medium,P3,Performance
Unused JavaScript bundle assets increase page load time (after v1.4 patch release),Legacy library dependencies included in main production bundle slowing performance. Note: Defect was verified after v1.4 patch release.,"1. Reproduce: Unused JavaScript bundle assets increase page load time
2. Observe result after v1.4 patch release",Tree-shake unused script files for optimal frontend performance,Bundle size 50KB larger than optimal performance benchmark,Production,Performance,Low,P4,Performance
Multi-Factor Authentication MFA bypass via direct login route (intermittently after session timeout),Navigating directly to protected URL skips mandatory MFA passcode prompt during authentication. Note: Defect was verified intermittently after session timeout.,"1. Reproduce: Multi-Factor Authentication MFA bypass via direct login route
2. Observe result intermittently after session timeout",Enforce MFA authentication before issuing access token,Bypasses authentication MFA verification check,Development,Authentication,Critical,P1,Authentication
OAuth2 SSO authentication callback loop state mismatch (during load test run),Single Sign-On SSO authentication redirect fails for Azure AD login users. Note: Defect was verified during load test run.,"1. Reproduce: OAuth2 SSO authentication callback loop state mismatch
2. Observe result during load test run",Validate SSO authentication state token cleanly,Authentication redirect loop with 403 error,Development,Authentication,High,P2,Authentication
Password reset token does not expire after single redemption (on Kubernetes cluster node 3),Password reset link remains active for authentication multiple times. Note: Defect was verified on Kubernetes cluster node 3.,"1. Reproduce: Password reset token does not expire after single redemption
2. Observe result on Kubernetes cluster node 3",Invalidate password reset token after single authentication use,Reset token re-usable for 24 hours,Staging,Authentication,Medium,P3,Authentication
Login form password input field missing autocomplete attribute (under high concurrent traffic),Password manager browser extension fails to auto-fill authentication password field. Note: Defect was verified under high concurrent traffic.,"1. Reproduce: Login form password input field missing autocomplete attribute
2. Observe result under high concurrent traffic",Set autocomplete='current-password' for authentication UX,Password manager fails to detect field,Production,Authentication,Low,P4,Authentication
HTTP 504 Gateway Timeout on microservice network proxy (under high concurrent traffic),Network API gateway proxy drops inbound requests taking longer than 30 seconds. Note: Defect was verified under high concurrent traffic.,"1. Reproduce: HTTP 504 Gateway Timeout on microservice network proxy
2. Observe result under high concurrent traffic",Maintain network proxy connection for long requests,Network proxy returns 504 Gateway Timeout,Production,Network,Critical,P1,Network
WebSocket live stream network connection drops every 60 seconds (during load test run),Missing network ping heartbeat ping causes reverse proxy to terminate socket connection. Note: Defect was verified during load test run.,"1. Reproduce: WebSocket live stream network connection drops every 60 seconds
2. Observe result during load test run",Send periodic WebSocket network keep-alive ping,Network socket connection closes with code 1006,Production,Network,High,P2,Network
CORS preflight network request fails on custom HTTP headers (intermittently after session timeout),OPTIONS network request returns 403 Forbidden due to missing Access-Control header. Note: Defect was verified intermittently after session timeout.,"1. Reproduce: CORS preflight network request fails on custom HTTP headers
2. Observe result intermittently after session timeout",Allow custom headers in CORS network handler,Browser blocks cross-origin network API request,Development,Network,Medium,P3,Network
DNS lookup retry delay adds 150ms latency to network calls (intermittently after session timeout),Secondary DNS network resolver lookup retries before resolving hostname. Note: Defect was verified intermittently after session timeout.,"1. Reproduce: DNS lookup retry delay adds 150ms latency to network calls
2. Observe result intermittently after session timeout",Fast primary DNS network resolution under 10ms,Intermittent 150ms network delay,Development,Network,Low,P4,Network
